==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
221  | V500_SIM10         | NQZ24      | 2024-10-22T16:29:03 | LONG  | 20433.25  | 20433.25  | 4    | $0.00     
222  | V500_SIM10         | NQZ24      | 2024-10-22T16:31:50 | SHORT | 20445.75  | 20446.25  | 5    | $-50.00   
223  | TM_9               | ZBM24      | 2024-05-27T07:23:09 | SHORT | 116.81    | 116.97    | 6    | $-0.94    
224  | TM_9               | ZBM24      | 2024-05-28T17:01:57 | LONG  | 116.09    | 115.78    | 4    | $-1.25    
225  | TM_9               | ZBM24      | 2024-05-28T19:22:10 | SHORT | 115.84    | 115.88    | 8    | $-0.25    
226  | TM_10              | ZBU24      | 2024-06-06T12:36:16 | SHORT | 118.94    | 119.16    | 6    | $-1.31    
227  | TM_9               | ZBU24      | 2024-05-30T07:21:01 | SHORT | 115.09    | 115.12    | 6    | $-0.19    
228  | TM_9               | ZBU24      | 2024-06-03T13:07:03 | SHORT | 116.72    | 116.75    | 6    | $-0.19    
229  | TM_9               | ZBU24      | 2024-06-04T15:42:44 | LONG  | 118.47    | 118.44    | 6    | $-0.19    
230  | TM_9               | ZBU24      | 2024-06-05T15:05:47 | SHORT | 119.06    | 119.09    | 6    | $-0.19    
231  | TM_9               | ZBU24      | 2024-06-06T12:35:10 | SHORT | 118.97    | 119.00    | 6    | $-0.19    
232  | TM_10              | ZNU24      | 2024-06-04T15:58:56 | LONG  | 110.00    | 109.98    | 6    | $-0.09    
233  | TM_10              | ZNU24      | 2024-06-05T12:22:27 | SHORT | 110.00    | 110.14    | 6    | $-0.84    
234  | TM_10              | ZNU24      | 2024-06-05T15:16:29 | LONG  | 110.23    | 110.22    | 6    | $-0.09    
235  | TM_10              | ZNU24      | 2024-06-05T15:16:30 | LONG  | 110.23    | 110.22    | 6    | $-0.09    
236  | TM_10              | ZNU24      | 2024-06-06T12:35:10 | LONG  | 110.19    | 110.17    | 6    | $-0.09    
237  | TM_9               | ZNU24      | 2024-06-07T20:15:01 | SHORT | 109.28    | 109.30    | 6    | $-0.09    
238  | TM_9               | ZNU24      | 2024-06-07T20:15:03 | SHORT | 109.28    | 109.30    | 6    | $-0.09    


==============================================================================================================
PART 2: PRE-FIX HISTORICAL DATABASE BACKUP (processed_trades_backup_pre_ghost_fix)
Total Problematic Trades Found: 3,044
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | 3Q_SIM15           | CL         | 2024-08-13T12:06:27 | SHORT | 79.56     | 79.87     | 6    | $-1,860.00
2    | 3Q_SIM15           | CL         | 2024-08-14T14:00:31 | SHORT | 78.14     | 77.95     | 4    | $760.00   
3    | 3Q_SIM15           | CL         | 2024-08-14T15:02:50 | LONG  | 77.78     | 77.47     | 6    | $-1,860.00
4    | 3Q_SIM15           | CL         | 2025-06-13T19:48:35 | SHORT | 73.04     | 73.11     | 6    | $-420.00  
5    | TM_10              | CL         | 2024-05-28T13:29:59 | SHORT | 79.22     | 79.21     | 4    | $40.00    
6    | TM_10              | CL         | 2024-05-28T16:50:05 | SHORT | 79.86     | 79.88     | 6    | $-120.00  
7    | TM_10              | CL         | 2024-05-29T14:03:38 | LONG  | 79.86     | 79.87     | 6    | $60.00    
8    | TM_10              | CL         | 2024-05-29T15:24:00 | LONG  | 79.50     | 79.48     | 6    | $-120.00  
9    | TM_10              | CL         | 2024-05-29T20:38:44 | LONG  | 79.40     | 79.38     | 6    | $-120.00  
10   | TM_10              | CL         | 2024-05-31T16:05:08 | LONG  | 77.19     | 77.18     | 6    | $-60.00   
11   | TM_10              | CL         | 2024-06-03T16:10:36 | LONG  | 74.50     | 74.49     | 6    | $-60.00   
12   | TM_10              | CL         | 2024-06-04T07:08:32 | LONG  | 73.15     | 73.14     | 6    | $-60.00   
13   | TM_10              | CL         | 2024-06-04T14:14:26 | LONG  | 73.10     | 73.10     | 6    | $0.00     
14   | TM_10              | CL         | 2024-07-05T13:43:23 | LONG  | 84.14     | 83.82     | 6    | $-1,920.00
15   | TM_10              | CL         | 2025-06-13T02:27:46 | LONG  | 74.91     | 74.88     | 6    | $-180.00  
16   | TM_9               | CL         | 2024-05-28T13:29:59 | SHORT | 79.22     | 79.51     | 6    | $-1,740.00
17   | TM_9               | CL         | 2024-06-02T22:10:33 | LONG  | 76.88     | 76.86     | 6    | $-120.00  
18   | TM_9               | CL         | 2024-06-03T16:10:36 | LONG  | 74.50     | 74.49     | 6    | $-60.00   
19   | TM_9               | CL         | 2024-06-04T14:14:26 | LONG  | 73.10     | 73.10     | 6    | $0.00     
20   | TM_9               | CL         | 2024-06-04T14:35:45 | SHORT | 72.94     | 72.96     | 6    | $-120.00  
21   | TM_9               | CL         | 2024-06-06T11:22:46 | LONG  | 74.66     | 74.68     | 4    | $80.00    
22   | TM_9               | CL         | 2024-06-07T10:23:13 | LONG  | 75.77     | 75.78     | 4    | $40.00    
23   | TM_9               | CL         | 2024-06-10T13:29:59 | LONG  | 76.05     | 76.20     | 4    | $600.00   
24   | TM_9               | CL         | 2025-06-13T02:27:46 | LONG  | 74.91     | 74.88     | 6    | $-180.00  
25   | TM_9               | CL         | 2025-06-17T02:52:51 | LONG  | 72.45     | 72.26     | 6    | $-1,140.00
26   | ES-TM_10           | ES         | 2024-05-23T17:41:28 | SHORT | 5308.75   | 5311.25   | 6    | $-750.00  
27   | ES-TM_10           | ES         | 2024-05-23T19:54:09 | LONG  | 5286.00   | 5285.50   | 6    | $-150.00  
28   | ES-TM_10           | ES         | 2024-05-24T13:29:59 | LONG  | 5305.25   | 5304.50   | 6    | $-225.00  
29   | ES-TM_10           | ES         | 2024-05-24T14:00:08 | LONG  | 5302.75   | 5303.75   | 6    | $300.00   
30   | ES-TM_10           | ES         | 2024-05-24T14:55:48 | LONG  | 5315.00   | 5314.75   | 6    | $-75.00   
31   | ES-TM_10           | ES         | 2024-05-24T14:55:49 | LONG  | 5315.00   | 5314.75   | 6    | $-75.00   
32   | ES-TM_10           | ES         | 2024-05-24T17:25:06 | LONG  | 5325.00   | 5324.75   | 6    | $-75.00   
33   | ES-TM_10           | ES         | 2024-05-24T17:25:07 | LONG  | 5325.00   | 5324.75   | 6    | $-75.00   
34   | ES-TM_10           | ES         | 2024-05-27T08:15:05 | SHORT | 5317.25   | 5325.00   | 6    | $-2,325.00
35   | ES-TM_10           | ES         | 2024-05-30T14:00:22 | LONG  | 5270.00   | 5269.25   | 6    | $-225.00  
36   | ES-TM_10           | ES         | 2024-05-30T15:19:18 | LONG  | 5262.25   | 5262.00   | 6    | $-75.00   
37   | ES-TM_10           | ES         | 2024-05-30T15:19:18 | LONG  | 5262.25   | 5262.00   | 6    | $-75.00   
38   | ES-TM_10           | ES         | 2024-05-30T18:26:02 | SHORT | 5263.00   | 5263.50   | 6    | $-150.00  
39   | ES-TM_10           | ES         | 2024-05-30T19:26:19 | LONG  | 5257.50   | 5250.00   | 6    | $-2,250.00
40   | ES-TM_10           | ES         | 2024-05-31T02:47:18 | SHORT | 5239.00   | 5239.25   | 5    | $-62.50   
41   | ES-TM_10           | ES         | 2024-05-31T10:59:41 | LONG  | 5238.25   | 5238.00   | 5    | $-62.50   
42   | ES-TM_10           | ES         | 2024-05-31T15:03:26 | SHORT | 5225.75   | 5225.50   | 4    | $50.00    
43   | ES-TM_10           | ES         | 2024-05-31T18:31:26 | SHORT | 5229.25   | 5229.50   | 6    | $-75.00   
44   | ES-TM_10           | ES         | 2024-05-31T18:48:50 | SHORT | 5235.25   | 5235.50   | 6    | $-75.00   
45   | ES-TM_10           | ES         | 2024-05-31T20:56:13 | SHORT | 5299.25   | 5299.50   | 6    | $-75.00   
46   | ES-TM_10           | ES         | 2024-06-03T01:13:56 | SHORT | 5306.00   | 5306.25   | 6    | $-75.00   
47   | ES-TM_10           | ES         | 2024-06-03T07:15:43 | SHORT | 5305.00   | 5305.25   | 6    | $-75.00   
48   | ES-TM_10           | ES         | 2024-06-03T13:57:42 | LONG  | 5300.50   | 5300.25   | 6    | $-75.00   
49   | ES-TM_10           | ES         | 2024-06-04T22:04:54 | LONG  | 5305.00   | 5304.50   | 6    | $-150.00  
50   | ES-TM_10           | ES         | 2024-06-04T23:00:25 | LONG  | 5309.00   | 5309.25   | 4    | $50.00    
51   | ES-TM_10           | ES         | 2024-06-05T07:55:36 | LONG  | 5311.00   | 5310.75   | 6    | $-75.00   
52   | ES-TM_10           | ES         | 2024-06-05T15:01:20 | LONG  | 5331.75   | 5331.75   | 6    | $0.00     
53   | ES-TM_10           | ES         | 2024-06-05T15:01:21 | LONG  | 5331.75   | 5331.75   | 6    | $0.00     
54   | ES-TM_10           | ES         | 2024-06-05T19:52:39 | LONG  | 5362.00   | 5362.25   | 4    | $50.00    
55   | ES-TM_10           | ES         | 2024-06-06T05:25:34 | SHORT | 5366.25   | 5366.50   | 6    | $-75.00   
56   | ES-TM_10           | ES         | 2024-06-06T16:19:03 | LONG  | 5359.25   | 5351.75   | 6    | $-2,250.00
57   | ES-TM_10           | ES         | 2024-06-09T22:16:41 | SHORT | 5360.25   | 5360.25   | 6    | $0.00     
58   | ES-TM_10           | ES         | 2024-06-10T18:42:26 | SHORT | 5365.00   | 5365.50   | 6    | $-150.00  
59   | ES-TM_10           | ES         | 2024-06-10T19:15:42 | SHORT | 5370.25   | 5370.50   | 6    | $-75.00   
60   | ES-TM_10           | ES         | 2024-06-12T18:00:00 | SHORT | 5425.00   | 5429.25   | 6    | $-1,275.00
61   | ES-TM_10           | ES         | 2024-06-12T18:32:47 | SHORT | 5439.50   | 5439.75   | 6    | $-75.00   
62   | ES-TM_10           | ES         | 2024-06-12T18:44:41 | LONG  | 5435.75   | 5430.75   | 4    | $-1,000.00
63   | ES-TM_10           | ES         | 2024-06-12T19:30:29 | LONG  | 5424.50   | 5424.75   | 4    | $50.00    
64   | ES-TM_10           | ES         | 2024-06-12T19:40:44 | LONG  | 5424.50   | 5416.50   | 6    | $-2,400.00
65   | ES-TM_10           | ES         | 2024-06-13T08:43:50 | LONG  | 5435.25   | 5433.25   | 6    | $-600.00  
66   | ES-TM_10           | ES         | 2024-06-13T15:29:57 | LONG  | 5424.75   | 5425.00   | 4    | $50.00    
67   | ES-TM_10           | ES         | 2024-06-13T18:14:02 | LONG  | 5432.00   | 5432.25   | 6    | $75.00    
68   | ES-TM_10           | ES         | 2024-06-14T14:31:07 | SHORT | 5416.50   | 5416.75   | 6    | $-75.00   
69   | ES-TM_10           | ES         | 2024-06-14T14:31:08 | SHORT | 5416.50   | 5416.75   | 6    | $-75.00   
70   | ES-TM_10           | ES         | 2024-06-14T16:19:10 | SHORT | 5422.50   | 5422.75   | 6    | $-75.00   
71   | ES-TM_10           | ES         | 2024-06-14T16:19:11 | SHORT | 5422.50   | 5422.75   | 6    | $-75.00   
72   | ES-TM_10           | ES         | 2024-06-14T16:53:36 | SHORT | 5426.75   | 5427.00   | 6    | $-75.00   
73   | ES-TM_10           | ES         | 2024-06-14T16:53:37 | SHORT | 5426.75   | 5427.00   | 6    | $-75.00   
74   | ES-TM_10           | ES         | 2024-06-14T17:00:17 | LONG  | 5429.00   | 5429.25   | 4    | $50.00    
75   | ES-TM_10           | ES         | 2024-06-14T18:36:04 | SHORT | 5426.25   | 5426.75   | 6    | $-150.00  
76   | ES-TM_10           | ES         | 2024-06-14T18:36:05 | SHORT | 5426.25   | 5426.75   | 6    | $-150.00  
77   | ES-TM_10           | ES         | 2024-06-17T05:37:25 | LONG  | 5438.00   | 5438.50   | 4    | $100.00   
78   | ES-TM_10           | ES         | 2024-06-17T09:06:49 | LONG  | 5433.50   | 5429.00   | 6    | $-1,350.00
79   | ES-TM_10           | ES         | 2024-06-18T01:11:07 | LONG  | 5545.00   | 5543.25   | 6    | $-525.00  
80   | ES-TM_10           | ES         | 2024-06-18T13:44:33 | SHORT | 5552.75   | 5553.25   | 6    | $-150.00  
81   | ES-TM_10           | ES         | 2024-06-20T12:55:31 | LONG  | 5574.25   | 5570.00   | 6    | $-1,275.00
82   | ES-TM_10           | ES         | 2024-06-24T10:45:28 | LONG  | 5541.00   | 5533.75   | 6    | $-2,175.00
83   | ES-TM_10           | ES         | 2024-06-25T14:11:06 | LONG  | 5527.50   | 5527.75   | 4    | $50.00    
84   | ES-TM_10           | ES         | 2024-06-25T18:28:29 | SHORT | 5533.50   | 5533.75   | 6    | $-75.00   
85   | ES-TM_10           | ES         | 2024-06-26T13:31:39 | SHORT | 5518.75   | 5519.00   | 6    | $-75.00   
86   | ES-TM_10           | ES         | 2024-06-26T14:28:23 | SHORT | 5526.50   | 5526.75   | 6    | $-75.00   
87   | ES-TM_10           | ES         | 2024-06-26T14:28:24 | SHORT | 5526.50   | 5526.75   | 6    | $-75.00   
88   | ES-TM_10           | ES         | 2024-06-26T14:30:58 | LONG  | 5527.50   | 5528.00   | 4    | $100.00   
89   | ES-TM_10           | ES         | 2024-06-26T20:03:39 | LONG  | 5535.50   | 5535.75   | 4    | $50.00    
90   | ES-TM_10           | ES         | 2024-06-27T01:26:50 | LONG  | 5522.75   | 5523.00   | 4    | $50.00    
91   | ES-TM_10           | ES         | 2024-06-27T13:46:07 | SHORT | 5553.75   | 5554.00   | 6    | $-75.00   
92   | ES-TM_10           | ES         | 2024-06-27T13:49:27 | SHORT | 5548.50   | 5548.75   | 6    | $-75.00   
93   | ES-TM_10           | ES         | 2024-06-27T14:47:52 | SHORT | 5548.75   | 5549.25   | 6    | $-150.00  
94   | ES-TM_10           | ES         | 2024-06-28T12:30:11 | SHORT | 5569.00   | 5567.00   | 6    | $600.00   
95   | ES-TM_10           | ES         | 2024-06-28T12:32:33 | LONG  | 5565.25   | 5561.25   | 6    | $-1,200.00
96   | ES-TM_10           | ES         | 2024-06-30T22:25:47 | LONG  | 5534.75   | 5527.50   | 6    | $-2,175.00
97   | ES-TM_10           | ES         | 2024-07-01T14:22:56 | SHORT | 5523.25   | 5523.50   | 6    | $-75.00   
98   | ES-TM_10           | ES         | 2024-07-01T14:42:38 | LONG  | 5513.75   | 5506.25   | 6    | $-2,250.00
99   | ES-TM_10           | ES         | 2024-07-08T00:07:02 | LONG  | 5611.50   | 5612.00   | 4    | $100.00   
100  | ES-TM_10           | ES         | 2024-07-08T15:38:23 | SHORT | 5622.75   | 5623.25   | 6    | $-150.00  
101  | ES-TM_10           | ES         | 2024-07-08T17:30:04 | LONG  | 5623.50   | 5623.75   | 4    | $50.00    
102  | ES-TM_10           | ES         | 2024-07-09T14:12:20 | LONG  | 5641.50   | 5634.00   | 6    | $-2,250.00
103  | ES-TM_10           | ES         | 2024-07-11T12:31:10 | SHORT | 5695.75   | 5696.00   | 6    | $-75.00   
104  | ES-TM_10           | ES         | 2024-07-11T15:46:32 | SHORT | 5642.25   | 5642.00   | 4    | $50.00    
105  | ES-TM_10           | ES         | 2024-07-11T18:48:29 | SHORT | 5639.75   | 5640.25   | 6    | $-150.00  
106  | ES-TM_10           | ES         | 2024-07-12T00:17:39 | LONG  | 5641.75   | 5634.25   | 6    | $-2,250.00
107  | ES-TM_10           | ES         | 2024-07-15T15:44:56 | SHORT | 5706.50   | 5706.75   | 6    | $-75.00   
108  | ES-TM_10           | ES         | 2024-07-15T16:55:13 | SHORT | 5694.25   | 5698.25   | 6    | $-1,200.00
109  | ES-TM_10           | ES         | 2024-07-16T18:08:21 | LONG  | 5703.00   | 5695.25   | 6    | $-2,325.00
110  | ES-TM_10           | ES         | 2024-07-17T15:10:18 | LONG  | 5653.50   | 5646.00   | 6    | $-2,250.00
111  | ES-TM_10           | ES         | 2024-07-19T13:30:59 | LONG  | 5588.00   | 5587.25   | 6    | $-225.00  
112  | ES-TM_10           | ES         | 2024-07-19T14:44:55 | SHORT | 5570.75   | 5571.00   | 6    | $-75.00   
113  | ES-TM_10           | ES         | 2024-07-19T17:33:36 | SHORT | 5551.75   | 5551.50   | 4    | $50.00    
114  | ES-TM_10           | ES         | 2024-07-19T19:19:26 | SHORT | 5565.75   | 5565.75   | 6    | $0.00     
115  | ES-TM_10           | ES         | 2024-07-19T19:36:09 | LONG  | 5553.00   | 5551.50   | 6    | $-450.00  
116  | ES-TM_10           | ES         | 2024-07-19T19:50:19 | LONG  | 5552.25   | 5548.00   | 6    | $-1,275.00
117  | ES-TM_10           | ES         | 2024-07-22T01:51:49 | LONG  | 5559.75   | 5558.00   | 6    | $-525.00  
118  | ES-TM_10           | ES         | 2024-07-22T13:46:33 | LONG  | 5603.75   | 5599.75   | 4    | $-800.00  
119  | ES-TM_10           | ES         | 2024-07-22T13:57:11 | LONG  | 5597.00   | 5596.25   | 6    | $-225.00  
120  | ES-TM_10           | ES         | 2024-07-22T15:23:36 | LONG  | 5586.50   | 5584.50   | 6    | $-600.00  
121  | ES-TM_10           | ES         | 2024-07-23T13:52:17 | SHORT | 5612.50   | 5613.00   | 6    | $-150.00  
122  | ES-TM_10           | ES         | 2024-07-23T17:56:03 | LONG  | 5614.50   | 5616.00   | 6    | $450.00   
123  | ES-TM_10           | ES         | 2024-07-23T18:30:40 | LONG  | 5612.25   | 5612.50   | 4    | $50.00    
124  | ES-TM_10           | ES         | 2024-07-23T22:01:08 | LONG  | 5580.75   | 5575.00   | 6    | $-1,725.00
125  | ES-TM_10           | ES         | 2024-07-24T00:11:04 | LONG  | 5580.50   | 5577.25   | 6    | $-975.00  
126  | ES-TM_10           | ES         | 2024-07-24T19:44:34 | SHORT | 5480.25   | 5480.75   | 6    | $-150.00  
127  | ES-TM_10           | ES         | 2024-07-24T20:14:59 | SHORT | 5481.50   | 5482.00   | 6    | $-150.00  
128  | ES-TM_10           | ES         | 2024-07-25T02:33:46 | LONG  | 5479.00   | 5476.75   | 6    | $-675.00  
129  | ES-TM_10           | ES         | 2024-07-25T07:11:16 | LONG  | 5470.00   | 5470.25   | 4    | $50.00    
130  | ES-TM_10           | ES         | 2024-07-25T08:26:11 | LONG  | 5459.75   | 5459.25   | 6    | $-150.00  
131  | ES-TM_10           | ES         | 2024-07-25T10:27:50 | SHORT | 5458.50   | 5458.75   | 6    | $-75.00   
132  | ES-TM_10           | ES         | 2024-07-25T13:06:45 | LONG  | 5469.75   | 5470.00   | 4    | $50.00    
133  | ES-TM_10           | ES         | 2024-07-25T14:34:46 | LONG  | 5464.25   | 5464.50   | 4    | $50.00    
134  | ES-TM_10           | ES         | 2024-07-25T16:29:43 | LONG  | 5520.00   | 5520.25   | 4    | $50.00    
135  | ES-TM_10           | ES         | 2024-07-25T17:51:19 | SHORT | 5501.50   | 5503.75   | 6    | $-675.00  
136  | ES-TM_10           | ES         | 2024-07-25T17:58:33 | SHORT | 5506.25   | 5506.25   | 6    | $0.00     
137  | ES-TM_10           | ES         | 2024-07-25T18:06:03 | LONG  | 5497.00   | 5489.50   | 6    | $-2,250.00
138  | ES-TM_10           | ES         | 2024-07-29T07:40:16 | LONG  | 5513.25   | 5505.75   | 6    | $-2,250.00
139  | ES-TM_10           | ES         | 2024-08-02T14:11:33 | SHORT | 5354.25   | 5354.50   | 6    | $-75.00   
140  | ES-TM_10           | ES         | 2024-08-02T14:31:15 | LONG  | 5358.50   | 5350.75   | 6    | $-2,325.00
141  | ES-TM_10           | ES         | 2024-08-05T13:13:03 | LONG  | 5184.25   | 5184.50   | 4    | $50.00    
142  | ES-TM_10           | ES         | 2024-08-05T13:30:10 | LONG  | 5152.75   | 5152.50   | 6    | $-75.00   
143  | ES-TM_10           | ES         | 2024-08-05T13:30:52 | LONG  | 5154.25   | 5154.75   | 4    | $100.00   
144  | ES-TM_10           | ES         | 2024-08-05T13:42:57 | SHORT | 5179.50   | 5187.00   | 6    | $-2,250.00
145  | ES-TM_10           | ES         | 2024-08-06T10:36:41 | LONG  | 5259.50   | 5259.75   | 4    | $50.00    
146  | ES-TM_10           | ES         | 2024-08-06T11:02:28 | LONG  | 5266.50   | 5261.75   | 6    | $-1,425.00
147  | ES-TM_10           | ES         | 2024-08-06T11:30:02 | LONG  | 5271.50   | 5271.75   | 4    | $50.00    
148  | ES-TM_10           | ES         | 2024-08-06T11:40:24 | LONG  | 5260.75   | 5258.25   | 6    | $-750.00  
149  | ES-TM_10           | ES         | 2024-08-06T12:54:46 | SHORT | 5235.50   | 5243.25   | 6    | $-2,325.00
150  | ES-TM_10           | ES         | 2024-08-08T10:57:28 | SHORT | 5218.50   | 5224.75   | 6    | $-1,875.00
151  | ES-TM_10           | ES         | 2024-08-11T22:00:19 | LONG  | 5368.25   | 5368.25   | 4    | $0.00     
152  | ES-TM_10           | ES         | 2024-08-12T00:01:27 | SHORT | 5367.75   | 5368.00   | 6    | $-75.00   
153  | ES-TM_10           | ES         | 2024-08-12T03:30:02 | SHORT | 5371.75   | 5372.25   | 6    | $-150.00  
154  | ES-TM_10           | ES         | 2024-08-12T04:34:37 | LONG  | 5371.00   | 5371.25   | 4    | $50.00    
155  | ES-TM_10           | ES         | 2024-08-12T07:17:12 | SHORT | 5367.75   | 5374.75   | 6    | $-2,100.00
156  | ES-TM_10           | ES         | 2024-08-12T13:46:22 | LONG  | 5356.75   | 5355.00   | 6    | $-525.00  
